"","season","team","round","pick","playerid","full_name","name","side","category","position","aval","gms","Games","AverageValue","AVPer16"
"1682",2017,"BUF",5,171,"PeteNa00","Nathan Peterman","N.Peterman","O","QB","QB","//*[@id=""passing""]/tfoot/tr[1]/td[30]","//*[@id=""passing""]/tfoot/tr[1]/td[4]",8,2,4
"1683",2017,"NYJ",6,188,"McGuEl00","Elijah McGuire","E.McGuire","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",24,6,4
"1684",2018,"CLE",3,67,"ThomCh06","Chad Thomas","C.Thomas","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",20,5,4
"1685",2018,"CLE",4,105,"CallAn00","Antonio Callaway","A.Callaway","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",20,5,4
"1686",2018,"GB",5,174,"ValdMa00","Marquez Valdes-Scantling","M.Valdes-Scantling","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",32,8,4
"1687",2019,"DET",1,8,"HockTJ00","T.J. Hockenson","T.Hockenson","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",12,3,4
"1688",2019,"CAR",1,16,"BurnBr00","Brian Burns","B.Burns","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",16,4,4
"1689",2019,"DEN",1,20,"FantNo00","Noah Fant","N.Fant","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",16,4,4
"1690",2019,"ARI",3,65,"AlleZa01","Zach Allen","Z.Allen","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",4,1,4
"1691",2019,"KC",3,84,"SaunKh00","Khalen Saunders","K.Saunders","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",12,3,4
"1692",2019,"IND",3,89,"OkerBo00","Bobby Okereke","B.Okereke","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",16,4,4
"1693",2019,"ATL",4,111,"ShefKe00","Kendall Sheffield","K.Sheffield","D","DB","CB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",16,4,4
"1694",2008,"IND",3,93,"WheePh99","Philip Wheeler","P.Wheeler","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",133,33,3.96992481203007
"1695",2009,"CIN",7,249,"McDoCl99","Clinton McDonald","C.McDonald","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",121,30,3.96694214876033
"1696",2009,"DET",4,115,"HillSa99","Sammie Lee Hill","S.Hill","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",97,24,3.95876288659794
"1697",2002,"ATL",1,18,"DuckT.00","T.J. Duckett","T.Duckett","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",93,23,3.95698924731183
"1698",2002,"MIA",3,90,"McKiSe20","Seth McKinney","S.McKinney","O","OL","C","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",93,23,3.95698924731183
"1699",2008,"SF",6,174,"MorgJo00","Josh Morgan","J.Morgan","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",93,23,3.95698924731183
"1700",2013,"MIN",4,120,"HodgGe00","Gerald Hodges","G.Hodges","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",81,20,3.95061728395062
"1701",2008,"CIN",3,77,"SimsPa99","Pat Sims","P.Sims","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",130,32,3.93846153846154
"1702",2004,"GB",1,25,"CarrAh20","Ahmad Carroll","A.Carroll","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",57,14,3.92982456140351
"1703",2010,"BAL",2,57,"CodyTe99","Terrence Cody","T.Cody","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",57,14,3.92982456140351
"1704",2011,"WAS",4,105,"HeluRo00","Roy Helu","R.Helu","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",57,14,3.92982456140351
"1705",2011,"ATL",5,145,"RodgJa00","Jacquizz Rodgers","J.Rodgers","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",110,27,3.92727272727273
"1706",2013,"CIN",3,84,"WillSh02","Shawn Williams","S.Williams","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",106,26,3.92452830188679
"1707",2003,"CHI",5,139,"WadeBo00","Bobby Wade","B.Wade","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",102,25,3.92156862745098
"1708",2004,"NO",7,240,"BockCo20","Colby Bockwoldt","C.Bockwoldt","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",49,12,3.91836734693878
"1709",2010,"DET",7,213,"YounWi99","Willie Young","W.Young","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",98,24,3.91836734693878
"1710",2015,"DEN",1,23,"RayxSh00","Shane Ray","S.Ray","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",49,12,3.91836734693878
"1711",2003,"ATL",2,55,"ScotBr20","Bryan Scott","B.Scott","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",143,35,3.91608391608392
"1712",2005,"TEN",6,179,"ScaiBo00","Bo Scaife","B.Scaife","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",90,22,3.91111111111111
"1713",2011,"SF",4,115,"HuntKe00","Kendall Hunter","K.Hunter","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",45,11,3.91111111111111
"1714",2016,"CIN",1,24,"JackWi02","William Jackson","W.Jackson","D","DB","CB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",45,11,3.91111111111111
"1715",2008,"PHI",6,200,"MaysJo99","Joe Mays","J.Mays","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",78,19,3.8974358974359
"1716",2001,"SEA",7,222,"NormDe20","Dennis Norman","D.Norman","O","OL","C","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",74,18,3.89189189189189
"1717",2006,"PHI",4,109,"AvanJa00","Jason Avant","J.Avant","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",148,36,3.89189189189189
"1718",2008,"NYG",5,165,"GoffJo99","Jonathan Goff","J.Goff","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",37,9,3.89189189189189
"1719",2010,"DET",4,128,"FoxxJa20","Jason Fox","J.Fox","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",37,9,3.89189189189189
"1720",2015,"DET",6,200,"DiggQu00","Quandre Diggs","Q.Diggs","D","DB","CB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",70,17,3.88571428571429
"1721",2004,"CAR",5,163,"CartDr00","Drew Carter","D.Carter","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",33,8,3.87878787878788
"1722",2010,"CIN",1,21,"GresJe00","Jermaine Gresham","J.Gresham","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",132,32,3.87878787878788
"1723",2012,"JAX",2,38,"BranAn00","Andre Branch","A.Branch","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",95,23,3.87368421052632
"1724",2002,"SEA",2,54,"MorrMa00","Maurice Morris","M.Morris","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",145,35,3.86206896551724
"1725",2000,"OAK",5,142,"LechSh20","Shane Lechler","S.Lechler","S","P","P","//*[@id=""kicking""]/tfoot/tr/td[33]","//*[@id=""kicking""]/tfoot/tr/td[4]",286,69,3.86013986013986
"1726",2003,"PHI",6,185,"BridJe20","Jeremy Bridges","J.Bridges","O","OL","G","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",112,27,3.85714285714286
"1727",2001,"GB",2,41,"FergRo00","Robert Ferguson","R.Ferguson","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",83,20,3.85542168674699
"1728",2009,"GB",7,218,"JoneBr99","Brad Jones","B.Jones","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",83,20,3.85542168674699
"1729",2009,"CLE",2,50,"MassMo00","Mohamed Massaquoi","M.Massaquoi","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",54,13,3.85185185185185
"1730",2010,"PHI",7,220,"ChanJa98","Jamar Chaney","J.Chaney","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",54,13,3.85185185185185
"1731",2001,"SF",6,169,"WilsCe00","Cedrick Wilson","C.Wilson","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",100,24,3.84
"1732",2012,"WAS",3,71,"LeRiJo00","Josh LeRibeus","J.LeRibeus","O","OL","G","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",50,12,3.84
"1733",2016,"BUF",1,19,"LawsSh00","Shaq Lawson","S.Lawson","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",50,12,3.84
"1734",2018,"NYJ",3,72,"ShepNa00","Nathan Shepherd","N.Shepherd","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",25,6,3.84
"1735",2007,"ATL",7,244,"SnelJa00","Jason Snelling","J.Snelling","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",96,23,3.83333333333333
"1736",2000,"STL",1,31,"CaniTr00","Trung Canidate","T.Canidate","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",46,11,3.82608695652174
"1737",2002,"BUF",2,61,"DennRy20","Ryan Denney","R.Denney","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",113,27,3.82300884955752
"1738",2006,"GB",5,165,"MollTo20","Tony Moll","T.Moll","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",63,15,3.80952380952381
"1739",2012,"NYG",1,32,"WilsDa01","David Wilson","D.Wilson","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",21,5,3.80952380952381
"1740",2012,"PHI",7,229,"BrowBr02","Bryce Brown","B.Brown","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",42,10,3.80952380952381
"1741",2002,"MIA",4,114,"McMiRa01","Randy McMichael","R.McMichael","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",164,39,3.80487804878049
"1742",2002,"DET",2,35,"EdwaKa20","Kalimba Edwards","K.Edwards","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",101,24,3.8019801980198
"1743",2015,"DAL",4,127,"WilsDa02","Damien Wilson","D.Wilson","D","LB","ILB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",80,19,3.8
"1744",2007,"OAK",5,138,"RichJa99","Jay Richardson","J.Richardson","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",59,14,3.79661016949153
"1745",2005,"PIT",3,93,"EsseTr20","Trai Essex","T.Essex","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",76,18,3.78947368421053
"1746",2006,"DEN",4,130,"HixoDo00","Domenik Hixon","D.Hixon","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",76,18,3.78947368421053
"1747",2009,"ARI",3,95,"JohnRa98","Rashad Johnson","R.Johnson","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",114,27,3.78947368421053
"1748",2011,"SD",3,82,"BrowVi00","Vincent Brown","V.Brown","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",38,9,3.78947368421053
"1749",2013,"SEA",2,62,"MichCh00","Christine Michael","C.Michael","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",38,9,3.78947368421053
"1750",2008,"PHI",4,117,"DempQu99","Quintin Demps","Q.Demps","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",110,26,3.78181818181818
"1751",2014,"DEN",1,31,"RobyBr00","Bradley Roby","B.Roby","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",89,21,3.7752808988764
"1752",2001,"DET",5,148,"AndeSc00","Scotty Anderson","S.Anderson","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",34,8,3.76470588235294
"1753",2001,"KC",5,150,"BlayDe00","Derrick Blaylock","D.Blaylock","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",51,12,3.76470588235294
"1754",2005,"ARI",3,75,"GreeEr20","Eric Green","E.Green","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",51,12,3.76470588235294
"1755",2005,"ARI",4,111,"BrowEl20","Elton Brown","E.Brown","O","OL","G","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",34,8,3.76470588235294
"1756",2012,"CLE",6,205,"WinnBi00","Billy Winn","B.Winn","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",68,16,3.76470588235294
"1757",2013,"IND",4,121,"HolmKh00","Khaled Holmes","K.Holmes","O","OL","C","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",17,4,3.76470588235294
"1758",2014,"NYJ",2,49,"AmarJa00","Jace Amaro","J.Amaro","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",17,4,3.76470588235294
"1759",2016,"BAL",4,132,"HenrWi00","Willie Henry","W.Henry","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",17,4,3.76470588235294
"1760",2017,"OAK",5,168,"LeexMa01","Marquel Lee","M.Lee","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",34,8,3.76470588235294
"1761",2018,"IND",2,64,"LewiTy00","Tyquan Lewis","T.Lewis","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",17,4,3.76470588235294
"1762",2018,"NYJ",4,107,"HernCh00","Christopher Herndon IV","C.IV","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",17,4,3.76470588235294
"1763",2002,"NYG",5,152,"GreiNi20","Nick Greisen","N.Greisen","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",98,23,3.75510204081633
"1764",2003,"PHI",2,61,"SmitL.00","L.J. Smith","L.Smith","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",98,23,3.75510204081633
"1765",2006,"CHI",5,159,"AndeMa21","Mark Anderson","M.Anderson","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",98,23,3.75510204081633
"1766",2009,"ATL",1,24,"JerrPe99","Peria Jerry","P.Jerry","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",64,15,3.75
"1767",2014,"SEA",2,45,"RichPa01","Paul Richardson","P.Richardson","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",64,15,3.75
"1768",2007,"PHI",5,162,"CeleBr00","Brent Celek","B.Celek","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",175,41,3.74857142857143
"1769",2010,"NO",1,32,"RobiPa99","Patrick Robinson","P.Robinson","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",111,26,3.74774774774775
"1770",2012,"MIN",4,118,"WrigJa02","Jarius Wright","J.Wright","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",111,26,3.74774774774775
"1771",2007,"PIT",4,132,"McBeRy99","Ryan McBean","R.McBean","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",47,11,3.74468085106383
"1772",2009,"MIN",5,150,"BrinJa99","Jasper Brinkley","J.Brinkley","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",94,22,3.74468085106383
"1773",2010,"HOU",4,102,"SharDa01","Darryl Sharpton","D.Sharpton","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",47,11,3.74468085106383
"1774",2012,"CLE",4,120,"JohnJa04","James-Michael Johnson","J.Johnson","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",47,11,3.74468085106383
"1775",2016,"TEN",5,140,"SharTa00","Tajae Sharpe","T.Sharpe","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",47,11,3.74468085106383
"1776",2007,"CHI",5,168,"GrahCo99","Corey Graham","C.Graham","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",184,43,3.73913043478261
"1777",2002,"DET",6,175,"CashCh20","Chris Cash","C.Cash","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",30,7,3.73333333333333
"1778",2010,"JAX",5,153,"LaneAu99","Austen Lane","A.Lane","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",30,7,3.73333333333333
"1779",2018,"NYG",3,66,"CartLo01","Lorenzo Carter","L.Carter","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",30,7,3.73333333333333
"1780",2018,"BAL",4,122,"YounKe03","Kenny Young","K.Young","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",30,7,3.73333333333333
"1781",2010,"MIA",5,145,"CarrNo00","Nolan Carroll","N.Carroll","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",103,24,3.72815533980583
"1782",2013,"JAX",3,64,"GratDw00","Dwayne Gratz","D.Gratz","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",43,10,3.72093023255814
"1783",2014,"TB",2,38,"SefeAu00","Austin Seferian-Jenkins","A.Seferian-Jenkins","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",43,10,3.72093023255814
"1784",2015,"CLE",2,51,"OrchNa00","Nate Orchard","N.Orchard","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",43,10,3.72093023255814
"1785",2005,"DET",1,10,"WillMi03","Mike Williams","M.Williams","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",56,13,3.71428571428571
"1786",2015,"IND",4,109,"GeatCl00","Clayton Geathers","C.Geathers","D","DB","SS","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",56,13,3.71428571428571
"1787",2004,"OAK",3,67,"SchwSt20","Stuart Schweigert","S.Schweigert","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",69,16,3.71014492753623
"1788",2000,"CHI",3,69,"WhitDe00","Dez White","D.White","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",82,19,3.70731707317073
"1789",2000,"CHI",7,254,"GreeMi20","Michael Green","M.Green","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",104,24,3.69230769230769
"1790",2004,"ARI",6,167,"LeckNi20","Nick Leckey","N.Leckey","O","OL","C","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",65,15,3.69230769230769
"1791",2005,"DEN",3,97,"FoxwDo20","Domonique Foxworth","D.Foxworth","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",78,18,3.69230769230769
"1792",2010,"SEA",4,111,"ThurWa99","Walter Thurmond","W.Thurmond","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",52,12,3.69230769230769
"1793",2011,"MIA",2,62,"ThomDa03","Daniel Thomas","D.Thomas","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",52,12,3.69230769230769
"1794",2018,"NO",6,201,"ScotBo02","Boston Scott","B.Scott","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",13,3,3.69230769230769
"1795",2019,"TB",3,94,"DeanJa00","Jamel Dean","J.Dean","D","DB","CB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",13,3,3.69230769230769
"1796",2019,"PIT",4,122,"SnelBe00","Benny Snell Jr.","B.Jr.","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",13,3,3.69230769230769
"1797",2006,"NE",4,118,"GostSt20","Stephen Gostkowski","S.Gostkowski","S","K","K","//*[@id=""kicking""]/tfoot/tr[1]/td[33]","//*[@id=""kicking""]/tfoot/tr[1]/td[4]",204,47,3.68627450980392
"1798",2007,"NYG",5,153,"BossKe00","Kevin Boss","K.Boss","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",74,17,3.67567567567568
"1799",2014,"CLE",4,127,"DesiPi00","Pierre Desir","P.Desir","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",61,14,3.67213114754098
